"PATHWAY SORTORDER","BIOCHEMICAL","SUPER PATHWAY","SUB PATHWAY","COMP ID","PLATFORM","CHEMICAL ID","RI","MASS","PUBCHEM","CAS","KEGG","Group                 HMDB"
"1579","hexanoylglutamine","Lipid","Fatty Acid Metabolism (Acyl Glutamine)","54907","LC/MS Neg","100001733","2780","243.13499999999999",NA,NA,NA,NA
"3987","hippurate","Xenobiotics","Benzoate Metabolism","15753","LC/MS Neg","100000014","2106.9","178.05099999999999","464","495-69-2","C01586","HMDB00714"
"66","histidine","Amino Acid","Histidine Metabolism","59","LC/MS Neg","355","755.9","154.06219999999999","6274","5934-29-2","C00135","HMDB00177"
"4351","histidine betaine (hercynine)*","Xenobiotics","Food Component/Plant","62278","LC/MS Pos Early","100004059","2094","198.12370000000001","3083620","534-30-5",NA,NA
"733","histidylalanine","Peptide","Dipeptide","42027","LC/MS Neg","100003542","970","225.0993","351667","16874-75-2",NA,"HMDB28878"
"415","homoarginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism","22137","LC/MS Pos Early","100000961","2882","189.13460000000001","9085","156-86-5","C01924","HMDB00670"
"416","homocitrulline","Amino Acid","Urea cycle; Arginine and Proline Metabolism","22138","LC/MS Pos Early","100000963","1908","190.11859999999999","65072","1190-49-4","C02427","HMDB00679"
"4354","homostachydrine*","Xenobiotics","Food Component/Plant","33009","LC/MS Pos Early","100001550","1750","158.11760000000001","441447","1195-94-4","C08283","HMDB33433"
"962","HWESASXX*","Peptide","Polypeptide","32836","LC/MS Pos Late","100001327","810","471.73759999999999",NA,NA,NA,NA
"5044","hydroquinone sulfate","Xenobiotics","Drug - Topical Agents","35322","LC/MS Neg","100001604","1395","188.9863","161220","123-31-9","C00530","HMDB02434"
"41","hydroxyasparagine","Amino Acid","Alanine and Aspartate Metabolism","62060","LC/MS Pos Early","100020205","1149","149.0557","97663",NA,"C03124","HMDB32332"
"4983","hydroxybupropion","Xenobiotics","Drug - Psychoactive","32882","LC/MS Pos Early","100001309","3479","256.10989999999998","446",NA,NA,"HMDB12235"
"1510","hydroxy-CMPF*","Lipid","Fatty Acid, Dicarboxylate","62277","LC/MS Polar","100019794","2153","255.0874",NA,NA,NA,NA
"4098","hydroxycotinine","Xenobiotics","Tobacco Metabolite","38661","LC/MS Pos Early","100002717","2030","193.09719999999999","10219774","34834-67-8",NA,"HMDB01390"
"108","hydroxy-N6,N6,N6-trimethyllysine*","Amino Acid","Lysine Metabolism","62959","LC/MS Pos Early","100021123","2759","205.15469999999999",NA,NA,NA,NA
"2748","hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))","Lipid","Sphingomyelins","62851","LC/MS Pos Late","100021000","2056","719.56979999999999",NA,NA,NA,NA
"3094","hyocholate","Lipid","Secondary Bile Acid Metabolism","34093","LC/MS Neg","100001279","5046","407.28030000000001","92805","547-75-1","C17649","HMDB00760"
"397","hypotaurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","590","LC/MS Pos Early","358","724","110.027","107812","300-84-5","C00519","HMDB00965"
"3683","hypoxanthine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","3127","LC/MS Neg","171","1291.2","135.03120000000001","790","68-94-0","C00262","HMDB00157"
"4693","ibuprofen","Xenobiotics","Drug - Analgesics, Anesthetics","17799","LC/MS Neg","1487","4925","205.1234","3672","15687-27-1","D00126","HMDB01925"
"4698","ibuprofen acyl glucuronide","Xenobiotics","Drug - Analgesics, Anesthetics","38366","LC/MS Neg","100002406","4976","381.15550000000002","163959","115075-59-7",NA,NA
"77","imidazole lactate","Amino Acid","Histidine Metabolism","15716","LC/MS Pos Early","100000263","2040","157.0608","440129","14403-45-3","C05568","HMDB02320"
"75","imidazole propionate","Amino Acid","Histidine Metabolism","40730","LC/MS Pos Early","100003434","2263","141.0659","70630","1074-59-5",NA,"HMDB02271"
"5194","iminodiacetate (IDA)","Xenobiotics","Chemical","21025","LC/MS Pos Early","100000900","830","134.04480000000001","8897","142-73-4","C19911","HMDB11753"
"261","indoleacetate","Amino Acid","Tryptophan Metabolism","27513","LC/MS Neg","100001034","2200","174.05609999999999","802","6505-45-9","C00954","HMDB00197"
"272","indoleacetoylcarnitine*","Amino Acid","Tryptophan Metabolism","62279","LC/MS Pos Early","100020479","3114","319.16520000000003",NA,NA,NA,NA
"266","indoleacetylglutamine","Amino Acid","Tryptophan Metabolism","42087","LC/MS Pos Early","100001731","2185","304.12920000000003","25200879",NA,NA,"HMDB13240"
"260","indolelactate","Amino Acid","Tryptophan Metabolism","18349","LC/MS Neg","100000463","2286","204.06659999999999","92904","832-97-3","C02043","HMDB00671"
"264","indolepropionate","Amino Acid","Tryptophan Metabolism","32405","LC/MS Neg","100001083","2795","188.07169999999999","3744","830-96-6",NA,"HMDB02302"
"4357","indolin-2-one","Xenobiotics","Food Component/Plant","43374","LC/MS Pos Early","100004318","2575","134.06","321710","59-48-3","C12312",NA
"3682","inosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","1123","LC/MS Polar","361","1773.6","267.07350000000002","6021","58-63-9","C00294","HMDB00195"
"357","isobutyrylcarnitine (C4)","Amino Acid","Leucine, Isoleucine and Valine Metabolism","33441","LC/MS Pos Early","100001055","2810","232.15430000000001","168379","25518-49-4",NA,"HMDB00736"
"358","isobutyrylglycine (C4)","Amino Acid","Leucine, Isoleucine and Valine Metabolism","35437","LC/MS Neg","100001590","1420","144.06659999999999","10855600","15926-18-8",NA,"HMDB00730"
"1435","isocaproate (i6:0)","Lipid","Fatty Acid, Branched","22273","LC/MS Neg","100000806","2570","115.0765","12587","646-07-1",NA,"HMDB00689"
"1611","isocaproylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Short Chain)","61779","LC/MS Pos Early","100016063","3322","260.18560000000002",NA,NA,NA,NA
"1269","isocitrate","Energy","TCA Cycle","12110","LC/MS Pos Early","1206","773","210.0608","1198","20226-99-7","C00311","HMDB00193"
"323","isoleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","1125","LC/MS Pos Early","376","2800","132.1019","6306","73-32-5","C00407","HMDB00172"
"752","isoleucylglycine","Peptide","Dipeptide","40008","LC/MS Neg","100003169","1992","187.1088","342532","868-28-0",NA,"HMDB28907"
"298","isovalerate (C5)","Amino Acid","Leucine, Isoleucine and Valine Metabolism","44656","LC/MS Neg","100000708","1564","101.0608","10430","503-74-2","C08262","HMDB00718"
"300","isovalerylcarnitine (C5)","Amino Acid","Leucine, Isoleucine and Valine Metabolism","34407","LC/MS Pos Early","100001393","3085","246.17","6426851","31023-24-2",NA,"HMDB00688"
"299","isovalerylglycine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","35107","LC/MS Neg","100001452","1950","158.0823","546304","16284-60-9",NA,"HMDB00678"
"238","kynurenate","Amino Acid","Tryptophan Metabolism","1417","LC/MS Pos Early","98","2385","190.04990000000001","3845","492-27-3","C01717","HMDB00715"
"234","kynurenine","Amino Acid","Tryptophan Metabolism","15140","LC/MS Pos Early","100000265","2739","209.09209999999999","161166","2922-83-0","C00328","HMDB00684"
"1077","lactate","Carbohydrate","Glycolysis, Gluconeogenesis, and Pyruvate Metabolism","527","LC/MS Polar","482","1468.8","89.0244","612","79-33-4","C00186","HMDB00190"
"4615","lactobacillic acid","Xenobiotics","Bacterial/Fungal","63048","LC/MS Neg","100021065","5822","295.26429999999999","10417","503-06-0",NA,NA
"1138","lactose","Carbohydrate","Disaccharides and Oligosaccharides","567","LC/MS Polar","393","3500","387.11439999999999","84571","5965-66-2","C00243","HMDB00186"
"2734","lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*","Lipid","Lactosylceramides (LCER)","57422","LC/MS Pos Late","100015623","3842","946.71889999999996",NA,NA,NA,NA
"2735","lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*","Lipid","Lactosylceramides (LCER)","57370","LC/MS Pos Late","100015620","3778","972.7346",NA,NA,NA,NA
"2731","lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Lactosylceramides (LCER)","53010","LC/MS Pos Late","100009030","2527","862.625",NA,"4201-62-1",NA,NA
"4817","lamivudine","Xenobiotics","Drug - Antiviral","63284","LC/MS Pos Early","100020918","2586","230.05940000000001","60825","134678-17-4","D00353","HMDB14847"
"4960","lamotrigine","Xenobiotics","Drug - Neurological","54762","LC/MS Pos Early","100009390","3379","256.01510000000002","3878",NA,"D00354","HMDB14695,HMDB05043"
"393","lanthionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","42002","LC/MS Pos Early","100003892","1730","209.0591","98504","468821",NA,NA
"1319","laurate (12:0)","Lipid","Medium Chain Fatty Acid","1645","LC/MS Neg","181","5300","199.1704","3893","143-07-7","C02679","HMDB00638"
"1619","laurylcarnitine (C12)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)","34534","LC/MS Pos Late","100001392","1235","344.27949999999998","10427569","25518-54-1",NA,"HMDB02250"
"283","leucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","60","LC/MS Pos Early","397","2864","132.1019","6106","61-90-5","C00123","HMDB00687"
"766","leucylalanine","Peptide","Dipeptide","40010","LC/MS Pos Early","100003179","2801","203.13900000000001","259321","7298-84-2",NA,"HMDB28922"
"941","leucylglutamine*","Peptide","Dipeptide","48189","LC/MS Pos Early","100003183","2620","260.16050000000001","4305457",NA,NA,"HMDB28927"
"771","leucylglycine","Peptide","Dipeptide","40045","LC/MS Pos Early","100003185","2778","189.1234","79070","686-50-0",NA,"HMDB28929"
"4188","levulinate (4-oxovalerate)","Xenobiotics","Food Component/Plant","22177","LC/MS Neg","100000765","934.6","115.0401","11579","123-76-2",NA,"HMDB00720"
"4716","lidocaine","Xenobiotics","Drug - Analgesics, Anesthetics","35661","LC/MS Pos Early","100001538","3250","235.18049999999999","3676","137-58-6","D00358","HMDB14426"
"2752","lignoceroyl sphingomyelin (d18:1/24:0)","Lipid","Sphingomyelins","57330","LC/MS Pos Late","100006298","3437","815.70010000000002",NA,"60037-60-7",NA,NA
"1627","lignoceroylcarnitine (C24)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","57515","LC/MS Pos Late","100015834","1603","512.46730000000002",NA,NA,NA,NA
"1376","linoleate (18:2n6)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","1105","LC/MS Neg","180","5535","279.233","5280450","60-33-3","C01595","HMDB00673"
"1378","linolenate (18:3n3 or 3n6)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","34035","LC/MS Neg","100001337","5450","277.21730000000002","5280934",NA,"C06426","HMDB03073"
"1646","linolenoylcarnitine (C18:3)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","57511","LC/MS Pos Late","100015831","1310","422.32650000000001",NA,NA,NA,NA
"1888","linoleoyl ethanolamide","Lipid","Endocannabinoid","52608","LC/MS Neg","100006726","6150","322.27519999999998","5283446","68171-52-8",NA,"HMDB12252"
"2597","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*","Lipid","Diacylglycerol","54955","LC/MS Pos Late","100010922","2590","658.54049999999995",NA,NA,NA,"HMDB07257"
"2598","linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*","Lipid","Diacylglycerol","54956","LC/MS Pos Late","100010923","2650","658.54049999999995",NA,NA,NA,"HMDB07257"
"1645","linoleoylcarnitine (C18:2)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)","46223","LC/MS Pos Late","100003151","1430","424.34210000000002","6450015","36816-10-1",NA,"HMDB06469"
"1691","linoleoylcholine*","Lipid","Fatty Acid Metabolism (Acyl Choline)","57463","LC/MS Pos Late","100015760","1388","366.33670000000001",NA,NA,NA,NA
"2601","linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*","Lipid","Diacylglycerol","54949","LC/MS Pos Late","100010928","2450","682.54049999999995",NA,NA,NA,NA
"2602","linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*","Lipid","Diacylglycerol","54950","LC/MS Pos Late","100010929","2500","682.54049999999995",NA,NA,NA,"HMDB07266"
"2589","linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*","Lipid","Diacylglycerol","54963","LC/MS Pos Late","100010926","2426","632.5249",NA,NA,NA,"HMDB07249"
"2590","linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*","Lipid","Diacylglycerol","54964","LC/MS Pos Late","100010927","2478","632.5249",NA,NA,NA,"HMDB07250"
"2587","linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*","Lipid","Diacylglycerol","54968","LC/MS Pos Late","100010941","2720","634.54049999999995",NA,NA,NA,"HMDB07248"
"2588","linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*","Lipid","Diacylglycerol","54969","LC/MS Pos Late","100010942","2790","634.54049999999995",NA,NA,NA,"HMDB07248"
"3075","lithocholate sulfate (1)","Lipid","Secondary Bile Acid Metabolism","62526","LC/MS Neg","100020823","4811","227.12",NA,NA,NA,NA
"3951","L-urobilin","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","40173","LC/MS Pos Late","100002568","901","595.34900000000005","5280818","34217-90-8","C05793","HMDB04159"
"96","lysine","Amino Acid","Lysine Metabolism","1301","LC/MS Pos Early","407","2850","147.11279999999999","5962","56-87-1","C00047","HMDB00182"
"1277","malate","Energy","TCA Cycle","1303","LC/MS Neg","409","615.6","133.01429999999999","525","6915-15-7","C00149","HMDB00156"
"1477","maleate","Lipid","Fatty Acid, Dicarboxylate","20676","LC/MS Polar","100000707","2640","115.00369999999999","444266","110-16-7","C01384","HMDB00176"
"1295","malonate","Lipid","Fatty Acid Synthesis","15872","LC/MS Polar","818","3447","103.00369999999999","867","141-82-2;26522-22-85-0","C00383","HMDB00691"
"1294","malonylcarnitine","Lipid","Fatty Acid Synthesis","37059","LC/MS Pos Early","100001526","2086","248.1129","22833583","853728-01-5",NA,"HMDB02095"
"1133","maltose","Carbohydrate","Glycogen Metabolism","15586","LC/MS Polar","913","3329.4","387.11439999999999","10991489","6363-53-7","C00208","HMDB00163"
"1181","mannitol/sorbitol","Carbohydrate","Fructose, Mannose and Galactose Metabolism","46142","LC/MS Polar","100001740","2320","181.0718","5780",NA,"C00794","HMDB00247"
"4376","mannonate*","Xenobiotics","Food Component/Plant","62864","LC/MS Polar","100003695","2736","195.05099999999999","3246006","642-99-9",NA,NA
"1182","mannose","Carbohydrate","Fructose, Mannose and Galactose Metabolism","48153","LC/MS Polar","803","2200","225.0616","18950","3458-28-4","C00159","HMDB00169"
"1326","margarate (17:0)","Lipid","Long Chain Saturated Fatty Acid","1121","LC/MS Neg","891","5731","269.24860000000001","10465","506-12-7",NA,"HMDB02259"
"1623","margaroylcarnitine (C17)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","57512","LC/MS Pos Late","100004054","1424","414.3578",NA,"106182-29-0",NA,"HMDB06210"
"1388","mead acid (20:3n9)","Lipid","Long Chain Polyunsaturated Fatty Acid (n3 and n6)","35174","LC/MS Neg","100001472","5650","305.24860000000001","5312531","20590-32-3",NA,"HMDB10378"
"4914","metformin","Xenobiotics","Drug - Metabolic","38306","LC/MS Pos Early","100002405","2817","130.1087","4091","1115-70-4","C07151","HMDB01921"
"364","methionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","1302","LC/MS Pos Early","415","2526","150.0583","6137","63-68-3","C00073","HMDB00696"
"368","methionine sulfone","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","44878","LC/MS Pos Early","100004635","1250","182.04820000000001","69961","820-10-0",NA,NA
"369","methionine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","18374","LC/MS Pos Early","100000039","1272","166.05330000000001","158980","3226-65-1","C02989","HMDB02005"
"4491","methyl glucopyranoside (alpha + beta)","Xenobiotics","Food Component/Plant","46144","LC/MS Neg","100005864","1070","193.0718",NA,NA,NA,NA
"4380","methyl indole-3-acetate","Xenobiotics","Food Component/Plant","1584","LC/MS Pos Early","1104","3380","190.08629999999999","74706","1912-33-0",NA,"HMDB29738"
"4031","methyl-4-hydroxybenzoate","Xenobiotics","Benzoate Metabolism","34386","LC/MS Neg","100001252","3671","151.0401","7456","99-76-3","D01400","HMDB32572"
"4056","methyl-4-hydroxybenzoate sulfate","Xenobiotics","Benzoate Metabolism","48429","LC/MS Neg","100006116","2873","230.99690000000001",NA,NA,NA,NA
"1578","methylmalonate (MMA)","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)","1496","LC/MS Polar","418","3078.4","117.0193","487","516-05-2","C02170","HMDB00202"
"3832","methylphosphate","Nucleotide","Purine and Pyrimidine Metabolism","37070","LC/MS Pos Early","100001805","544","112.99979999999999","13130","7023-27-0",NA,"HMDB61711"
"342","methylsuccinate","Amino Acid","Leucine, Isoleucine and Valine Metabolism","15745","LC/MS Polar","2051","2800","131.035","10349","498-21-5",NA,"HMDB01844"
"343","methylsuccinoylcarnitine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","53031","LC/MS Pos Early","100009275","2589","276.14420000000001",NA,NA,NA,NA
"1906","myo-inositol","Lipid","Inositol Metabolism","1124","LC/MS Polar","363","3506.3","225.0616","892","87-89-8","C00137","HMDB00211"
"1323","myristate (14:0)","Lipid","Long Chain Saturated Fatty Acid","1365","LC/MS Neg","519","5440","227.20169999999999","11005","544-63-8","C06424","HMDB00806"
"1336","myristoleate (14:1n5)","Lipid","Long Chain Monounsaturated Fatty Acid","32418","LC/MS Neg","100001198","5346.9","225.18600000000001","5281119","544-64-9","C08322","HMDB02000"
"1638","myristoleoylcarnitine (C14:1)*","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)","48182","LC/MS Pos Late","100006051","1316","370.29469999999998","90659872","889848-55-9",NA,NA
"2742","myristoyl dihydrosphingomyelin (d18:0/14:0)*","Lipid","Dihydrosphingomyelins","57365","LC/MS Pos Late","100009038","2060","677.55920000000003",NA,NA,NA,"HMDB12085"
"1620","myristoylcarnitine (C14)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)","33952","LC/MS Pos Late","100001270","1350","372.31079999999997","6426854","18822-89-4",NA,"HMDB05066"
"2555","myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*","Lipid","Diacylglycerol","57407","LC/MS Pos Late","100015683","2679","582.50919999999996",NA,NA,NA,NA
"2556","myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*","Lipid","Diacylglycerol","57408","LC/MS Pos Late","100015684","2720","582.50919999999996",NA,NA,NA,NA
"459","N('1)-acetylspermidine","Amino Acid","Polyamine Metabolism","57689","LC/MS Pos Early","187","3075","188.17570000000001","496","14278-49-0","C00612","HMDB01276"
"4383","N-(2-furoyl)glycine","Xenobiotics","Food Component/Plant","31536","LC/MS Neg","100001086","1525","168.03020000000001","21863","5657-19-2;5657-19-2",NA,"HMDB00439"
"471","N(8)-acetylspermidine","Amino Acid","Polyamine Metabolism","57690","LC/MS Pos Early","100001299","3098","188.17570000000001","123689","13431-24-8","C01029","HMDB02189"
"127","N,N,N-trimethyl-5-aminovalerate","Amino Acid","Lysine Metabolism","57687","LC/MS Pos Early","100015962","2186","160.13319999999999",NA,NA,NA,NA
"438","N,N,N-trimethyl-alanylproline betaine (TMAP)","Amino Acid","Urea cycle; Arginine and Proline Metabolism","62947","LC/MS Pos Early","100020217","2470","229.15469999999999",NA,NA,NA,NA
"126","N,N-dimethyl-5-aminovalerate","Amino Acid","Lysine Metabolism","62819","LC/MS Pos Early","100020842","2290","146.11760000000001",NA,NA,NA,NA
"32","N,N-dimethylalanine","Amino Acid","Alanine and Aspartate Metabolism","63151","LC/MS Pos Early","100020371","1370","118.08629999999999","5488191","2812-31-9",NA,NA
"464","N1,N12-diacetylspermine","Amino Acid","Polyamine Metabolism","52987","LC/MS Pos Early","100002132","3105","287.24419999999998","132680","61345-83-3","C03413","HMDB02172"
"3872","N1-Methyl-2-pyridone-5-carboxamide","Cofactors and Vitamins","Nicotinate and Nicotinamide Metabolism","40469","LC/MS Neg","100001468","1668","151.0513","69698","701-44-0","C05842","HMDB04193"
"3713","1-methyladenosine","Nucleotide","Purine Metabolism, Adenine containing","15650","LC/MS Pos Early","1242","2120","282.11970000000002","27476","15763-06-1","C02494","HMDB03331"
"3689","N1-methylinosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing","48351","LC/MS Pos Early","100001409","1430","283.1037","65095","20245-33-4",NA,"HMDB02721"
"3750","N2,N2-dimethylguanosine","Nucleotide","Purine Metabolism, Guanine containing","35137","LC/MS Pos Early","100001412","2210","312.13029999999998","92919","2140-67-2",NA,"HMDB04824"
"429","N2,N5-diacetylornithine","Amino Acid","Urea cycle; Arginine and Proline Metabolism","43591","LC/MS Pos Early","100004575","1310","217.1183","10398396","39825-23-5",NA,NA
"101","N2-acetyl,N6,N6-dimethyllysine","Amino Acid","Lysine Metabolism","63254","LC/MS Pos Early","100020545","2172","217.15469999999999",NA,NA,NA,NA
"100","N2-acetyl,N6-methyllysine","Amino Acid","Lysine Metabolism","62954","LC/MS Pos Early","100020546","2168","203.13900000000001",NA,NA,NA,NA
"97","N2-acetyllysine","Amino Acid","Lysine Metabolism","36751","LC/MS Polar","100001721","3372.6","187.1088","92907","1946-82-3","C12989","HMDB00446"
"3810","N4-acetylcytidine","Nucleotide","Pyrimidine Metabolism, Cytidine containing","35130","LC/MS Pos Early","100001413","1580","286.10340000000002","107461","3768-18-1",NA,"HMDB05923"
"107","N6,N6,N6-trimethyllysine","Amino Acid","Lysine Metabolism","1498","LC/MS Pos Early","189","2825","189.15979999999999","440120","23284-33-5","C03793","HMDB01325"
"106","N6,N6-dimethyllysine","Amino Acid","Lysine Metabolism","62862","LC/MS Pos Early","100020417","2831","175.14410000000001","193344","2259-86-1","C05545","HMDB13287"
"98","N6-acetyllysine","Amino Acid","Lysine Metabolism","36752","LC/MS Pos Early","100001734","2131","189.1234","92832","692-04-6","C02727","HMDB00206"
"3723","N6-carbamoylthreonyladenosine","Nucleotide","Purine Metabolism, Adenine containing","35157","LC/MS Neg","100001415","2164","411.12700000000001","161466","24719-82-2",NA,"HMDB41623"
"1261","N6-carboxymethyllysine","Carbohydrate","Advanced Glycation End-product","36713","LC/MS Pos Early","100001768","2500","205.1183","123800","1404817",NA,NA
"3714","N6-methyladenosine","Nucleotide","Purine Metabolism, Adenine containing","37114","LC/MS Pos Early","213","2264","282.11970000000002","1869","1867-73-8",NA,"HMDB04044"
"105","N6-methyllysine","Amino Acid","Lysine Metabolism","62860","LC/MS Pos Early","100003415","2831","161.1285","164795","1188-07-4","C02728","HMDB02038"
"71","N-acetyl-1-methylhistidine*","Amino Acid","Histidine Metabolism","43255","LC/MS Pos Early","100004299","2100","212.1028","193270",NA,NA,NA
"1560","N-acetyl-2-aminooctanoate*","Lipid","Fatty Acid, Amino","62059","LC/MS Neg","100020204","3943","200.1292","95555",NA,NA,"HMDB59745"
"70","N-acetyl-3-methylhistidine*","Amino Acid","Histidine Metabolism","43256","LC/MS Pos Early","100002204","2056","212.10300000000001","193270","37841-04-6",NA,NA
"30","N-acetylalanine","Amino Acid","Alanine and Aspartate Metabolism","1585","LC/MS Polar","1110","1564.8","130.05099999999999","88064","97-69-8","C02847","HMDB00766"
"4247","N-acetylalliin","Xenobiotics","Food Component/Plant","45404","LC/MS Pos Early","100005367","1348","220.06379999999999",NA,NA,NA,NA
"421","N-acetylarginine","Amino Acid","Urea cycle; Arginine and Proline Metabolism","33953","LC/MS Pos Early","100001266","2245","217.12950000000001","67427","155-84-0","C02562","HMDB04620"
"40","N-acetylasparagine","Amino Acid","Alanine and Aspartate Metabolism","33942","LC/MS Pos Early","100001257","785","175.07130000000001","99715","4033-40-3",NA,"HMDB06028"
"36","N-acetylaspartate (NAA)","Amino Acid","Alanine and Aspartate Metabolism","22185","LC/MS Polar","100000787","3143","174.04079999999999","65065","997-55-7;997-55-7","C01042","HMDB00812"
"53","N-acetyl-aspartyl-glutamate (NAAG)","Amino Acid","Glutamate Metabolism","35665","LC/MS Pos Early","100001612","1035","305.09800000000001","5255","3106-85-2","C12270","HMDB01067"
"3796","N-acetyl-beta-alanine","Nucleotide","Pyrimidine Metabolism, Uracil containing","37432","LC/MS Neg","100002102","773","130.05099999999999","76406","3025-95-4","C01073",NA
"80","N-acetylcarnosine","Amino Acid","Histidine Metabolism","43488","LC/MS Pos Early","100004046","2141","269.12439999999998","9903482","56353-15-2",NA,"HMDB12881"
"425","N-acetylcitrulline","Amino Acid","Urea cycle; Arginine and Proline Metabolism","48434","LC/MS Pos Early","100001577","1010","218.11349999999999","656979","33965-42-3","C15532","HMDB00856"
"1259","N-acetylglucosamine/N-acetylgalactosamine","Carbohydrate","Aminosugar Metabolism","46539","LC/MS Pos Early","100006435","715","222.09719999999999","24139",NA,NA,"HMDB00215"
"1256","N-acetylglucosaminylasparagine","Carbohydrate","Aminosugar Metabolism","48149","LC/MS Pos Early","1215","1212","336.14019999999999","123826","2776-93-4","C04540","HMDB00489"
"45","N-acetylglutamate","Amino Acid","Glutamate Metabolism","15720","LC/MS Polar","100000282","3106","188.0564","70914","1430871","C00624","HMDB01138"
"46","N-acetylglutamine","Amino Acid","Glutamate Metabolism","33943","LC/MS Polar","100001253","2140","187.07239999999999","182230","2490-97-3","C02716","HMDB06029"
"2","N-acetylglycine","Amino Acid","Glycine, Serine and Threonine Metabolism","27710","LC/MS Pos Early","100001006","826","118.04989999999999","10972","543-24-8",NA,"HMDB00532"
"69","N-acetylhistidine","Amino Acid","Histidine Metabolism","33946","LC/MS Pos Early","100001293","2065","198.0873","75619","39145-52-3","C02997","HMDB32055"
"325","N-acetylisoleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","33967","LC/MS Neg","100001276","2325","172.09790000000001","2802421","3077-46-1",NA,"HMDB61684"
"456","N-acetyl-isoputreanine*","Amino Acid","Polyamine Metabolism","62309","LC/MS Pos Early","100020487","2305","203.13900000000001",NA,NA,NA,NA
"284","N-acetylleucine","Amino Acid","Leucine, Isoleucine and Valine Metabolism","1587","LC/MS Pos Early","1082","2656","174.11250000000001","70912","1188-21-2","C02710","HMDB11756"
"365","N-acetylmethionine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","1589","LC/MS Neg","1083","1787","190.05430000000001","448580","65-82-7","C02712","HMDB11745"
"370","N-acetylmethionine sulfoxide","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","45428","LC/MS Pos Early","100005463","880","208.06379999999999","193368","108646-71-5",NA,NA
"1245","N-acetylneuraminate","Carbohydrate","Aminosugar Metabolism","32377","LC/MS Pos Early","1162","660","310.11329999999998","439197","131-48-6","C00270","HMDB00230"
"129","N-acetylphenylalanine","Amino Acid","Phenylalanine Metabolism","33950","LC/MS Pos Early","100001256","2680","208.0968","74839","2018-61-3","C03519","HMDB00512"
"426","N-acetylproline","Amino Acid","Urea cycle; Arginine and Proline Metabolism","34387","LC/MS Pos Early","100001334","1695","158.0812","322640","1074-79-9",NA,NA
"466","N-acetylputrescine","Amino Acid","Polyamine Metabolism","37496","LC/MS Pos Early","192","2230","131.11789999999999","122356","18233-70-0","C02714","HMDB02064"
"10","N-acetylserine","Amino Acid","Glycine, Serine and Threonine Metabolism","37076","LC/MS Polar","100001851","2000","146.04589999999999","65249","97-14-3",NA,"HMDB02931"
"399","N-acetyltaurine","Amino Acid","Methionine, Cysteine, SAM and Taurine Metabolism","48187","LC/MS Polar","100005466","1249","166.018","159864",NA,NA,NA
